Inequality-adjusted Human Development Index (2010),Inequality-adjusted Human Development Index (2011),Inequality-adjusted Human Development Index (2012),Inequality-adjusted Human Development Index (2013),Inequality-adjusted Human Development Index (2014),Inequality-adjusted Human Development Index (2015),Inequality-adjusted Human Development Index (2016),Inequality-adjusted Human Development Index (2017),Inequality-adjusted Human Development Index (2018),Inequality-adjusted Human Development Index (2019),Inequality-adjusted Human Development Index (2020),Inequality-adjusted Human Development Index (2021),Coefficient of human inequality (2010),Coefficient of human inequality (2011),Coefficient of human inequality (2012),Coefficient of human inequality (2013),Coefficient of human inequality (2014),Coefficient of human inequality (2015),Coefficient of human inequality (2016),Coefficient of human inequality (2017),Coefficient of human inequality (2018),Coefficient of human inequality (2019),Coefficient of human inequality (2020),Coefficient of human inequality (2021),Overall loss (%) (2010),Overall loss (%) (2011),Overall loss (%) (2012),Overall loss (%) (2013),Overall loss (%) (2014),Overall loss (%) (2015),Overall loss (%) (2016),Overall loss (%) (2017),Overall loss (%) (2018),Overall loss (%) (2019),Overall loss (%) (2020),Overall loss (%) (2021),Inequality in life expectancy (2010),Inequality in life expectancy (2011),Inequality in life expectancy (2012),Inequality in life expectancy (2013),Inequality in life expectancy (2014),Inequality in life expectancy (2015),Inequality in life expectancy (2016),Inequality in life expectancy (2017),Inequality in life expectancy (2018),Inequality in life expectancy (2019),Inequality in life expectancy (2020),Inequality in life expectancy (2021),Inequality in eduation (2010),Inequality in eduation (2011),Inequality in eduation (2012),Inequality in eduation (2013),Inequality in eduation (2014),Inequality in eduation (2015),Inequality in eduation (2016),Inequality in eduation (2017),Inequality in eduation (2018),Inequality in eduation (2019),Inequality in eduation (2020),Inequality in eduation (2021),Inequality in income (2010),Inequality in income (2011),Inequality in income (2012),Inequality in income (2013),Inequality in income (2014),Inequality in income (2015),Inequality in income (2016),Inequality in income (2017),Inequality in income (2018),Inequality in income (2019),Inequality in income (2020),Inequality in income (2021)
,,,,0.727,0.731,0.736,0.751,0.758,0.765,0.771,0.773,,,,,13.9909685,13.7331681,13.34405483,12.34971747,11.68673586,11.59595131,10.52488029,10.56989309,,,,,14.26886792,14.0,13.71629543,12.57275902,11.86046512,11.76470588,10.66048667,10.73903002,3.47147584,3.650685787,3.687710524,3.430548906,3.401525497,3.41134429,3.501034498,3.214552402,3.58634758,3.313993931,3.059990883,3.195029259,,,,,18.01622,17.49102,16.30882,15.77579,14.96519,14.96519,13.05276,13.05276,20.81879,19.91121,20.34969,20.3843,20.55516,20.29714,20.22231,18.05881,16.50867,16.50867,15.46189,15.46189
0.525,0.531,0.552,0.565,0.557,0.576,0.574,0.574,0.586,0.593,0.592,0.582,22.52775754,22.80196299,20.70679252,20.40183909,21.35306862,19.79271924,19.8533133,20.04326768,18.96185,18.53409927,18.4418548,18.32046414,23.35766423,23.70689655,21.36752137,20.97902098,22.20670391,20.33195021,20.38834951,20.71823204,19.39477304,18.98907104,18.90410959,18.82845188,15.28498363,14.89902496,14.49381256,14.10414028,13.73338985,13.36590672,13.01698589,12.67008305,12.29504299,12.00807381,11.73134041,11.36716843,14.55382,14.11541,14.12982,13.75303,13.4586,13.0255,13.43375,13.30465,13.30079,13.15316,13.15316,13.15316,37.744469,39.391454,33.496745,33.348347,36.867216,32.986751,33.109204,34.15507,31.289717,30.441064,30.441064,30.441064
,0.557,0.57,0.575,0.569,0.583,0.589,0.584,0.59,0.594,0.586,0.584,,19.43102817,18.30216773,17.86100338,18.16630684,17.44044476,17.19911063,18.11910824,17.84405944,17.7435622,17.62588705,17.62148711,,19.74063401,18.68758916,18.20768137,18.48137536,17.88732394,17.62237762,18.77607789,18.395574,18.29436039,18.15642458,18.32167832,12.97900105,12.69008636,12.42305088,12.0150156,13.15014267,11.55476379,11.33442116,11.04404926,10.91761398,10.61612225,10.26309681,10.249897,15.85324071,15.28299815,14.07345231,13.15799453,12.93877784,12.3565705,11.85291072,11.67327546,10.97456434,10.97456434,10.97456434,10.97456434,,30.32,28.41,28.41,28.41,28.41,28.41,31.64,31.64,31.64,31.64,31.64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.981606483,5.800187111,5.636031628,5.460959911,5.287857533,5.077056885,4.843249321,4.620758057,4.415297508,4.225291252,4.012167454,3.872181892,19.05350472,19.88182141,18.42700576,14.11868629,13.59400339,13.59400339,11.76445408,11.22725944,11.22725944,11.22725944,11.22725944,11.22725944,,,,,,,,,,,,
0.709,0.726,0.724,0.734,0.724,0.726,0.729,0.732,0.732,0.737,0.736,0.733,11.78294582,9.963565431,9.798281032,9.294749891,10.52064658,10.47308421,10.46516613,10.75923625,11.15464332,11.01643048,10.43457172,10.40918618,12.14374226,10.14851485,10.0621118,9.382716049,10.72749692,10.70110701,10.66176471,11.05710814,11.48730351,11.41826923,10.67961165,10.71863581,8.072557449,7.509556293,7.592873096,7.165489674,6.917999744,6.536002636,6.064828396,6.217818737,5.610919952,5.196281433,4.972195148,4.896038532,5.03124,5.03124,4.67028,4.56156,5.98063,6.21994,6.32012,5.3222,5.33215,5.33215,5.43438,5.43438,22.24504,17.3499,17.13169,16.1572,18.66331,18.66331,19.01055,20.73769,22.52086,22.52086,20.89714,20.89714
0.712,0.72,0.722,0.733,0.737,0.745,0.751,0.759,0.769,0.773,0.758,0.751,10.35046223,10.56752121,10.64857574,9.988607028,9.660921651,9.300999685,9.034837716,8.565050307,8.315390951,8.252542259,8.400117161,8.408886355,10.55276382,10.89108911,10.97410604,10.28151775,9.902200489,9.587378641,9.299516908,8.883553421,8.561236623,8.520710059,8.674698795,8.637469586,7.986532688,7.596392632,7.839556217,7.475027084,7.041924953,6.517631054,6.094210148,5.55397892,5.227172852,5.076626778,5.519351482,5.545659065,3.903854,3.279171,3.279171,3.046794,2.80284,2.712368,2.346303,2.207172,2.076,2.036,2.036,2.036,19.161,20.827,20.827,19.444,19.138,18.673,18.664,17.934,17.643,17.645,17.645,17.645
0.347,0.356,0.364,0.358,0.363,0.363,0.37,0.372,0.374,0.379,0.4,0.402,28.95958349,28.44634332,28.05894301,29.38517172,29.15427382,29.30255118,29.14609264,29.01636305,28.90889985,28.75810423,24.8804684,24.64764153,29.03885481,28.37022133,28.06324111,29.52755906,29.23976608,29.51456311,29.38931298,29.27756654,29.16666667,29.02621723,24.81203008,24.71910112,27.22051048,25.68078995,24.51858902,23.56490517,22.87221146,22.25997353,21.79059792,21.40140915,21.07901955,20.62663269,20.08985519,19.39137459,29.41586,29.41586,29.41586,29.41586,29.41586,29.25386,29.25386,29.25386,29.25386,29.25386,27.35907,27.35907,30.24238,30.24238,30.24238,35.17475,35.17475,36.39382,36.39382,36.39382,36.39382,36.39382,27.19248,27.19248
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.853309631,7.444569588,7.113472939,6.826323032,6.543433666,6.308286667,6.070958614,5.875810146,5.74941206,5.580720425,5.282067776,5.103935719,,,,18.60202657,18.60202657,18.60202657,18.60202657,18.11940114,18.11940114,18.11940114,18.11940114,18.11940114,,,,,,,,,,,,
0.33,0.331,0.336,0.339,0.328,0.331,0.334,0.337,0.337,0.338,0.337,0.336,31.584327,31.42175414,31.24018154,31.12369786,34.78313618,34.59734516,34.44535618,34.23194358,34.05617313,33.90273457,33.64880924,33.47931716,32.09876543,32.03285421,31.84584178,31.79074447,34.92063492,34.84251969,34.63796477,34.43579767,34.43579767,34.24124514,33.92156863,33.85826772,30.870121,30.38240242,29.83768463,29.48823357,28.89919853,28.34182549,27.88585854,27.24562073,26.7183094,26.2579937,25.49621773,24.98774147,42.67139,42.67139,42.67139,42.67139,42.45021,42.45021,42.45021,42.45021,42.45021,42.45021,42.45021,42.45021,21.21147,21.21147,21.21147,21.21147,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
0.313,0.323,0.33,0.336,0.341,0.343,0.343,0.347,0.353,0.354,0.354,0.354,32.60632055,32.26611186,31.98116224,31.54255231,31.42141287,31.30863579,31.39148718,30.98437864,29.8728252,29.90898244,29.67401044,29.54915667,33.11965812,32.98755187,32.65306122,32.25806452,32.07171315,32.07920792,32.34714004,31.82711198,31.0546875,30.99415205,30.99415205,30.72407045,26.85796165,25.83733559,24.98248672,24.01809692,23.13486862,22.25577736,21.33857155,20.58267593,19.87035561,19.20764732,18.50273132,18.12817001,44.579,44.579,44.579,44.22756,44.74737,45.28813,46.45389,45.98846,46.36412,47.1353,47.1353,47.1353,26.382,26.382,26.382,26.382,26.382,26.382,26.382,26.382,23.384,23.384,23.384,23.384
0.79,0.79,0.794,0.798,0.802,0.807,0.809,0.81,0.818,0.82,0.817,0.817,12.76650104,13.17753691,13.18597174,13.06422301,13.03676455,12.77239387,12.85608801,12.85533834,12.48718622,12.45732422,12.45196671,12.40971664,13.18681319,13.66120219,13.69565217,13.54279523,13.57758621,13.22580645,13.38329764,13.36898396,12.9787234,13.04347826,12.99254526,12.99254526,2.78225255,2.750238419,2.712582827,2.676125526,2.655534029,2.63675642,2.609333754,2.562251329,2.49383688,2.40425086,2.388178349,2.261428118,12.26380693,12.21469479,11.88493175,11.55614286,11.49435898,10.72002454,10.99852963,11.04336304,10.00732115,10.00732115,10.00732115,10.00732115,23.25344363,24.56767753,24.96040064,24.96040064,24.96040064,24.96040064,24.96040064,24.96040064,24.96040064,24.96040064,24.96040064,24.96040064
0.43,,,,,,,,,,,,21.57088685,,,,,,,,,,,,21.81818182,,,,,,,,,,,,15.57766056,15.24040127,14.9191246,14.71802425,14.83754253,14.04429722,13.66447735,13.36721706,13.05822849,12.74255657,12.59269142,12.07949352,22.82,,,,,,,,,,,,26.315,,,,,,,,,,,
0.259,0.265,0.276,0.286,0.289,0.286,0.29,0.3,0.305,0.309,0.307,0.309,37.73365185,37.3146099,36.9167357,36.5305973,36.32532971,35.93356411,35.43294105,34.55181648,34.13000379,34.74430033,34.41552301,34.15862986,39.3442623,38.79907621,38.25503356,37.69063181,37.31019523,36.86534216,36.54266958,35.6223176,35.10638298,35.625,35.36842105,35.22012579,46.78393555,45.52680969,44.3331871,43.07197189,42.45616913,41.28087234,39.77900314,38.99045944,37.72502136,36.87432098,35.88798904,35.11730957,48.723,48.723,48.723,47.29928,47.29928,47.29928,47.29928,46.92677,46.92677,47.50289,47.50289,47.50289,17.69402,17.69402,17.69402,19.22054,19.22054,19.22054,19.22054,17.73822,17.73822,19.85569,19.85569,19.85569
0.505,0.513,0.519,0.518,0.525,0.531,0.534,0.543,0.549,0.553,0.545,0.548,23.07359387,22.14428315,21.64338595,21.99124675,20.8280791,20.34294446,20.17567805,19.24989319,19.02430375,18.72066499,18.64258672,18.60811171,23.36874052,22.3903177,21.8373494,22.33883058,21.17117117,20.50898204,20.41728763,19.43620178,19.26470588,19.03367496,18.89880952,18.81481481,13.3907795,12.89548588,12.35542202,11.9578104,11.68103695,11.55913448,11.51303196,11.36567879,10.84712315,9.886942863,9.652708054,9.549283028,27.98790412,27.24205458,26.71518884,26.40671686,25.38055935,25.17606289,25.07658318,24.57277678,23.7938081,23.7938081,23.7938081,23.7938081,27.842098,26.295309,25.859547,27.609213,25.422641,24.293636,23.937419,21.811224,22.43198,22.481244,22.481244,22.481244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.942974329,2.888060331,3.119367838,2.876288652,2.82105875,2.801617146,2.781148434,2.772199631,2.744881868,2.712543964,3.004160643,2.832036257,,,,,,,,,5.562256324,5.562256324,5.562256324,5.562256324,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61642456,47.87401581,45.32719803,44.52251816,43.76603699,43.0670433,42.52833557,41.84555054,40.9576149,40.19240189,39.06530762,38.33179855,43.51879,43.51879,,,,,,,,,,,,,,,,,24.35,24.35,24.35,24.35,24.35,24.35
,,,,0.682,0.693,0.701,0.688,0.709,0.712,0.722,0.72,,,,,13.00837786,12.38087812,11.95290484,13.52748972,11.80071635,11.79273934,9.947416896,9.933117503,,,,,13.45177665,12.72040302,12.375,14.21446384,12.25247525,12.20715166,10.19900498,10.2244389,5.446484089,5.245771885,5.161995888,5.102880955,4.906793594,4.511294365,4.541244507,4.364899158,4.27177906,4.247848034,4.151490688,4.10859251,,,,,9.76144,9.26056,8.13212,8.13663,7.47189,7.47189,7.19484,7.19484,,,,23.68371,24.3569,23.37078,23.18535,28.08094,23.65848,23.65848,18.49592,18.49592
0.271,0.274,0.252,0.261,0.26,0.262,0.255,0.251,0.251,0.25,0.245,0.245,36.95192288,36.73389259,36.41481986,36.35975725,36.39207536,36.33746925,36.33095883,36.35684409,36.29043276,36.30851315,36.25459368,36.25986686,36.97674419,36.72055427,36.52392947,36.49635036,36.58536585,36.40776699,36.56716418,36.4556962,36.4556962,36.38676845,36.52849741,36.36363636,39.05025864,38.39616776,37.43894958,37.27376175,37.37071609,37.20689774,37.18736649,37.26502228,37.06578827,37.12002945,36.95827103,36.97409058,39.55255,39.55255,39.55255,39.55255,39.55255,39.55255,39.55255,39.55255,39.55255,39.55255,39.55255,39.55255,32.25296,32.25296,32.25296,32.25296,32.25296,32.25296,32.25296,32.25296,32.25296,32.25296,32.25296,32.25296
,,,,0.491,0.503,0.51,0.519,0.524,0.504,0.503,0.503,,,,,15.9734448,15.6699691,15.40865058,15.12981496,14.95374856,18.70244148,18.52861685,18.42481067,,,,,15.92465753,15.60402685,15.42288557,15.19607843,15.07293355,18.97106109,18.73990307,18.60841424,18.61076355,17.85418892,16.7863102,15.73750687,14.72339439,13.8129673,13.02901173,12.19250488,11.66430569,11.20130444,10.67983055,10.36841202,19.992,19.992,19.992,19.992,18.30533,18.30533,18.30533,18.30533,18.30533,18.69702,18.69702,18.69702,,,,,14.89161,14.89161,14.89161,14.89161,14.89161,26.209,26.209,26.209
0.548,0.552,0.555,0.558,0.56,0.567,,,0.548,0.549,0.541,0.532,23.55464315,23.45606248,23.35935545,23.26701212,23.17538532,23.06981103,,,25.6688569,25.57798127,25.48216434,25.34968467,24.20470263,24.17582418,24.07660739,23.97820163,23.91304348,23.79032258,,,27.41721854,27.28476821,27.18707941,27.12328767,14.31736946,14.02162743,13.73150635,13.45447636,13.17959595,12.86287308,12.55263138,12.24423885,11.94257069,11.66994381,11.38249302,10.98505402,19.02641,19.02641,19.02641,19.02641,19.02641,19.02641,,,18.36769,18.36769,18.36769,18.36769,37.32015,37.32015,37.32015,37.32015,37.32015,37.32015,,,46.69631,46.69631,46.69631,46.69631
0.788,0.793,0.793,0.797,0.791,0.794,0.799,0.805,0.807,0.81,0.812,0.803,6.052087642,5.994899856,6.036700633,5.887968716,6.711032556,6.565352769,6.254735905,5.817629513,5.907522059,5.930927452,5.177890343,5.168764951,6.19047619,6.042654028,6.153846154,6.014150943,6.831566549,6.69800235,6.44028103,5.957943925,6.05355064,6.032482599,5.250875146,5.306603774,5.325892925,4.989499569,5.264391899,5.099336147,5.253547668,5.035268307,5.008497715,4.566688538,4.836366177,4.906582355,4.720211029,4.692834854,1.50554,1.53832,1.53767,1.40498,1.63276,1.414,1.43804,1.55613,1.55613,1.55613,1.74792,1.74792,11.32483,11.45688,11.30804,11.15959,13.24679,13.24679,12.31767,11.33007,11.33007,11.33007,9.06554,9.06554
0.841,0.842,0.842,0.848,0.851,0.854,0.861,0.87,0.877,0.88,0.873,0.878,5.433217183,5.515900863,5.430155705,5.645925807,5.528735518,5.297672704,5.269036026,4.613235224,4.361374983,4.413880317,4.352562872,4.371241934,5.505617978,5.605381166,5.499438833,5.777777778,5.654101996,5.426356589,5.384615385,4.709748083,4.362050164,4.451682953,4.381161008,4.357298475,3.102441549,3.251732588,2.658337116,3.052347422,2.581376553,2.487548113,2.611468077,2.531745672,2.371274948,2.528790951,2.692798615,2.748835802,3.2946,2.67723,2.64355,2.55129,2.19165,2.22941,2.23706,2.17402,2.12184,2.12184,2.05965,2.05965,9.90261,10.61874,10.98858,11.33414,11.81318,11.17606,10.95858,9.13394,8.59101,8.59101,8.30524,8.30524
0.854,0.853,0.851,0.872,0.871,0.873,0.874,0.878,0.882,0.886,0.88,0.885,6.025496833,6.258870485,6.51406941,6.393545813,6.710011737,6.750567009,6.739576795,6.553768344,6.332109729,6.312915047,6.478373383,6.416554863,6.153846154,6.366630077,6.586169045,6.43776824,6.844919786,6.830309498,6.922257721,6.695005313,6.369426752,6.441393875,6.581740977,6.546990496,3.0477705,2.792681456,3.018358231,3.05604744,2.812305212,2.954761028,2.938310385,2.858345032,2.728509188,2.67092514,2.795580149,2.610124588,3.79512,3.59443,3.46342,3.40366,3.53646,3.51567,3.74238,3.79204,3.68669,3.68669,3.8679,3.8679,11.2336,12.3895,13.06043,12.72093,13.78127,13.78127,13.53804,13.01092,12.58113,12.58113,12.77164,12.77164
0.34,0.354,0.366,0.377,0.39,0.404,0.413,0.418,0.429,0.437,0.434,0.424,32.28840589,31.49027331,30.99102417,30.73740339,29.93765836,29.50215727,29.33644109,29.49884166,29.01701678,28.63274961,28.39148972,28.60195229,32.4055666,31.52804642,31.07344633,30.95238095,30.23255814,29.73913043,29.5221843,29.86577181,29.32454695,28.94308943,28.85245902,28.97822446,32.49477768,30.10037994,28.60263252,27.84177017,27.80642509,26.4999218,26.00277328,26.48997498,25.04450035,23.89169884,23.16791916,23.79930687,26.81536,26.81536,26.81536,26.81536,24.10655,24.10655,24.10655,24.10655,24.10655,24.10655,24.10655,24.10655,37.55508,37.55508,37.55508,37.55508,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9
,,,,,,,,,0.677,0.667,0.661,,,,,,,,,,15.00301507,15.22720483,15.14949785,,,,,,,,,,15.58603491,15.889029,15.79617834,9.146141052,9.15166378,9.189457893,9.235715866,9.289466858,9.344342232,9.335977554,9.268683434,9.156647682,9.007208824,9.679778099,9.446657181,,,,,,,,,,6.65648,6.65648,6.65648,,,,29.34535638,29.34535638,29.34535638,29.34535638,29.34535638,29.34535638,29.34535638,29.34535638,29.34535638
0.529,0.553,,,,,,,,,,,19.51521747,19.72887644,,,,,,,,,,,19.84848485,19.97105644,,,,,,,,,,,11.51928902,12.16026592,19.46182632,22.53019333,23.14001465,21.20838928,20.42089653,15.37807083,14.66303253,13.59189701,13.30955315,12.98532009,28.7093834,28.7093834,28.7093834,28.7093834,28.7093834,28.7093834,,,,,,,18.31698,18.31698,,,,,,,,,,
0.218,0.225,0.231,0.235,0.24,0.24,0.242,0.244,0.248,0.254,0.252,0.251,39.45839782,39.26823135,39.05177653,38.85912033,38.65936625,38.05304796,37.83554155,37.62390596,37.39974672,36.53512221,36.23265741,35.99797978,39.77900552,39.51612903,39.37007874,39.11917098,38.93129771,38.3033419,38.10741688,37.91348601,37.68844221,36.97270471,36.52392947,36.29441624,45.78521347,45.21471405,44.56534958,43.98738098,43.38811874,42.80904388,42.15652466,41.52161789,40.84914017,40.17027664,39.26288223,38.55884933,41.86106,41.86106,41.86106,41.86106,41.86106,42.9501,42.9501,42.9501,42.9501,42.9329,42.9329,42.9329,30.72892,30.72892,30.72892,30.72892,30.72892,28.4,28.4,28.4,28.4,26.50219,26.50219,26.50219
0.321,0.33,0.333,0.34,0.342,0.35,0.353,0.357,0.361,0.367,0.368,0.372,32.28348659,32.05607087,31.872013,31.64347957,31.99116353,31.77236775,31.59501993,31.5697825,31.39320779,31.1637652,30.99589245,30.7737213,32.70440252,32.23819302,32.17922607,31.86372745,32.27722772,31.90661479,31.85328185,31.87022901,31.62878788,31.40186916,31.21495327,30.98330241,34.45804977,33.77580261,33.223629,32.53802872,31.98533058,31.32894325,30.7968998,30.12842751,29.59870338,28.9103756,28.40675735,27.74024391,38.8745,38.8745,38.8745,38.8745,38.87913,38.87913,38.87913,37.72766,37.72766,37.72766,37.72766,37.72766,23.51791,23.51791,23.51791,23.51791,25.10903,25.10903,25.10903,26.85326,26.85326,26.85326,26.85326,26.85326
0.591,,,0.622,0.649,0.652,0.656,0.661,0.666,0.687,0.686,0.686,19.47561174,,,16.4921248,16.38670532,16.28933454,16.19998765,16.1126233,16.02295884,14.35077376,14.27089305,14.16798364,19.81004071,,,16.73360107,16.58097686,16.51728553,16.43312102,16.32911392,16.22641509,14.55223881,14.4638404,14.25,10.06338787,9.795066833,9.383507729,9.078384399,8.762125969,8.470013618,8.201972961,7.939879894,7.670886517,7.417031288,7.177389145,6.868660927,20.75671735,20.75671735,20.75671735,16.58373,16.58373,16.58373,16.58373,16.58373,16.58373,16.84539,16.84539,16.84539,27.60673,,,23.81426,23.81426,23.81426,23.81426,23.81426,23.81426,18.7899,18.7899,18.7899
,,0.559,0.571,0.572,0.574,0.577,0.579,0.585,0.59,0.581,0.599,,,12.86918472,12.75644961,12.64321731,12.52548177,12.40230964,12.86234743,12.73252692,12.60297917,12.42822471,12.34022282,,,13.06376361,12.95731707,12.80487805,12.63318113,12.57575758,12.93233083,12.81669151,12.72189349,12.5,12.55474453,20.84533691,20.33335686,19.88368416,19.54547882,19.20578194,18.8525753,18.48305893,18.08139229,17.69193077,17.30328751,16.77902412,16.51501846,,,6.54325,6.54325,6.54325,6.54325,6.54325,6.03825,6.03825,6.03825,6.03825,6.03825,,,12.18062,12.18062,12.18062,12.18062,12.18062,14.4674,14.4674,14.4674,14.4674,14.4674
0.586,0.595,,,,,0.612,0.611,0.615,0.615,0.615,0.619,17.04380361,16.95704913,,,,,16.97078689,16.99352694,16.98820671,16.53860537,16.45228259,16.37204107,17.58087201,17.36111111,,,,,17.52021563,17.54385965,17.56032172,17.11590296,17.00404858,16.91275168,20.90125084,20.6409874,20.47920227,20.42403984,20.42371941,20.47649384,20.55808067,20.62630081,20.61034012,20.46623611,20.20726776,19.9665432,5.24207,5.24207,,,,,3.55428,3.55428,3.55428,2.94467,2.94467,2.94467,24.98809,24.98809,,,,,26.8,26.8,26.8,26.20491,26.20491,26.20491
0.422,0.436,0.435,0.433,0.429,0.425,0.433,0.435,0.436,0.443,0.444,0.44,30.66901063,30.43061303,30.19655465,29.97764634,29.76410086,29.54957373,27.04474801,26.86015163,26.69256372,26.53671808,26.34233191,26.24257376,31.82552504,31.66144201,31.49606299,31.26984127,31.02893891,30.78175896,28.31125828,28.21782178,27.9338843,27.85016287,27.68729642,27.51235585,26.56353188,25.84833908,25.14616394,24.48943901,23.84880257,23.20522118,22.63500404,22.0812149,21.57845116,21.11091423,20.52775574,20.22848129,47.62373,47.62373,47.62373,47.62373,47.62373,47.62373,44.91179,44.91179,44.91179,44.91179,44.91179,44.91179,17.81977,17.81977,17.81977,17.81977,17.81977,17.81977,13.58745,13.58745,13.58745,13.58745,13.58745,13.58745
,,,,,,,,,0.664,0.665,0.666,,,,,,,,,,10.51912524,10.47889576,10.43202966,,,,,,,,,,10.75268817,10.73825503,10.60402685,9.728571892,9.62994957,9.544566154,9.468999863,9.454076767,9.352478981,9.289879799,9.217887878,9.125449181,9.007025719,8.88633728,8.745738983,,5.061193561,5.061193561,5.061193561,5.061193561,5.061193561,5.061193561,,,4.30943,4.30943,4.30943,,,,,,,,,,18.24092,18.24092,18.24092
,0.673,,,,,,,,,,,,15.03883798,,,,,,,,,,,,15.23929471,,,,,,,,,,,13.79482269,13.46253395,13.09834766,12.82983303,12.49207592,12.20564938,11.95506287,11.67577362,11.8289423,11.44585705,11.09674549,10.87518406,,9.71398,9.71398,9.71398,9.71398,9.71398,9.71398,,,,,,21.94,21.94,,,,,,,,,,
,,0.565,0.567,0.569,0.572,0.575,0.578,0.596,0.598,0.592,0.588,,,21.39715482,21.35810599,21.32871692,21.30876796,21.28556189,21.27347502,19.31758163,19.28640792,19.23810623,19.18297336,,,21.96132597,22.00825309,22.05479452,21.96452933,21.98100407,21.89189189,19.7846568,19.73154362,19.6743555,19.5622435,11.09421921,10.97164059,10.76030445,10.64315796,10.55499077,10.49514389,10.42552567,10.38926506,10.36034489,10.26682377,10.12191868,9.956520081,,,34.57692,34.57692,34.57692,34.57692,34.57692,34.57692,30.70285,30.70285,30.70285,30.70285,,,18.85424,18.85424,18.85424,18.85424,18.85424,18.85424,16.88955,16.88955,16.88955,16.88955
0.624,0.636,0.646,0.672,0.682,0.691,0.699,0.709,0.715,0.718,0.711,0.717,16.6335571,16.33340938,15.88176557,15.64100836,15.38657538,15.2000525,14.90331897,14.62027479,14.49614883,14.38859774,14.28588383,14.195661,16.68891856,16.53543307,15.99479844,15.89486859,15.69839308,15.42227662,15.06682868,14.88595438,14.7794994,14.72684086,14.64585834,14.43914081,10.49600315,9.939326286,9.353702545,8.818706512,8.341848373,7.927164078,7.569238186,7.138665676,6.766287804,6.44363451,6.135492802,5.864824295,17.50469907,15.96866601,15.14693145,15.0250357,14.73859489,14.59371053,14.06143585,13.64287582,13.64287582,13.64287582,13.64287582,13.64287582,21.89996908,23.09223585,23.1446627,23.07928288,23.07928288,23.07928288,23.07928288,23.07928288,23.07928288,23.07928288,23.07928288,23.07928288
0.508,0.509,0.516,0.52,0.52,0.534,,,,,0.538,0.541,17.3902665,17.26083,17.14350708,17.02443766,16.9033668,16.77030317,,,,,15.60924603,15.49879814,17.53246753,17.37012987,17.30769231,17.19745223,17.06539075,16.95178849,,,,,15.80594679,15.60062402,18.31241608,17.9241066,17.57213783,17.21492958,16.851717,16.45252609,16.07915306,15.72203922,15.36929131,15.03563499,14.70363808,14.37229443,10.499,10.499,10.499,10.499,10.499,10.499,,,,,9.17696,9.17696,23.35938341,23.35938341,23.35938341,23.35938341,23.35938341,23.35938341,,,,,22.94714,22.94714
0.361,0.368,0.371,0.377,0.382,0.387,0.394,0.398,0.407,0.416,0.417,0.418,26.61693416,26.3131304,26.318889,26.04821525,25.76512593,25.57038373,24.71638542,24.50580205,24.27825345,24.11024846,23.86649312,23.69202603,26.77484787,26.25250501,26.38888889,26.07843137,25.82524272,25.57692308,24.80916031,24.62121212,24.34944238,24.08759124,23.90510949,23.86156648,29.46672249,28.5553112,27.72848701,26.91646576,26.0671978,25.48297119,24.78902626,24.15727615,23.47463036,22.97061539,22.23934937,21.7159481,29.5,29.5,28.49972,28.49972,28.49972,28.49972,26.96013,26.96013,26.96013,26.96013,26.96013,26.96013,20.88408,20.88408,22.72846,22.72846,22.72846,22.72846,22.4,22.4,22.4,22.4,22.4,22.4
,,0.369,0.374,0.378,0.383,0.389,0.388,0.392,0.394,0.395,0.396,,,26.87011236,26.47105625,26.11452129,25.78655142,24.9813627,25.27548318,25.02224196,24.81675503,24.61880276,24.41962152,,,26.78571429,26.52259332,26.171875,25.91876209,25.04816956,25.38461538,24.90421456,24.95238095,24.61832061,24.57142857,30.36044884,29.18136024,27.94484138,26.74767303,25.67806816,24.69415855,23.7363224,22.97168159,22.21195793,21.59549713,21.00164032,20.4040966,32.2,29.37211,29.37211,29.37211,29.37211,29.37211,27.91438,27.91438,27.91438,27.91438,27.91438,27.91438,,,23.29338571,23.29338571,23.29338571,23.29338571,23.29338571,24.94038796,24.94038796,24.94038796,24.94038796,24.94038796
0.705,0.712,0.722,0.722,0.724,0.726,0.731,0.735,0.736,0.739,0.729,0.726,7.629402518,7.513685411,6.612192415,6.478645399,6.328462374,6.195736976,6.068215143,6.025473368,5.948616278,5.951037657,5.939440182,5.967098327,7.722513089,7.412223667,6.59767141,6.59767141,6.338939198,6.201550388,6.161745828,6.010230179,6.002554278,5.979643766,5.935483871,6.080206986,7.76504612,7.586720467,7.276900291,6.951977253,6.861404419,6.463228226,6.080662727,5.952437401,5.721866131,5.729130268,5.694337845,5.777312279,6.1,6.1,3.59926,3.59926,3.59926,3.59926,3.59926,3.59926,3.59926,3.59926,3.59926,3.59926,9.023161435,8.854335766,8.960416954,8.884698945,8.524722702,8.524722702,8.524722702,8.524722702,8.524722702,8.524722702,8.524722702,8.524722702
